georgiev.travel; 0; Отправка SMS/Автоматизация бизнеса/Бизнес/Деловые услуги/Hi-Tech/Мобильная связь/Юридические услуги
xn--1-8sbmqth.com; 0; Интернет/Хостинги/Прочее/Сети и связь/Hi-Tech
parallels-dn.ru; 0; Уборка офиса/Все для офиса/Бизнес/Реклама/Рекламные услуги/Выставочные стенды
sila-dt.ru; 0; Уборка офиса/Все для офиса/Бизнес/Покупки/Бытовые услуги/Дом/Бытовая техника
atom-s-alvoro.c9users.io; 0; Arts/Top/Crafts/Comics/Online_Writing
turkmentravel.info; 0; Справки/Туризм/Транспорт/Поиск попутчика/Отдых
win4coin.com; 0; Adult/Business/Fitness/Health/Top
magelan-import.com; 10; Квартира и дача/Бизнес/Строительство/Дом/Стройматериалы
www.4vientos.org; 0; Religion_and_Spirituality/Health/Top/Society/Alternative
pridetravel.club; 0; Hardware/Computers/Software/Top/Programming
samico-servis.ru; 0; Все для офиса/Покупки/Бытовые услуги/Уборка офиса/Бизнес/Дом/Бытовая техника
hydroplazma.tilda.ws; 0; Справки/Народная и нетрадиционная медицина/Медицинские энциклопедии/Дом/Энциклопедии/Здоровье
shoptextile.uz; 0; Одежда, обувь, аксессуары/Дом/Покупки
www.kidsedu.ir; 0; 
www.wildmanwoman.ru; 0; Непознанное/Прочее/Психологические тесты/Социальные сети/Развлечения
dvcarrot.ru; 0; Создание сайтов/Интернет/Электронная почта/Hi-Tech
sportavsem.ru; 0; 
partexpress.su; 0; Авто/Спорт/Зимние виды спорта/Запчасти, аксессуары/Интернет-магазины/Экстремальный спорт
beru-buket.ru; 0; Прочее/Изобразительные искусства/Все для праздника/Продажа предметов искусства/Культура/Доставка цветов/Дом
cosmicbead.ru; 0; Изобразительные искусства/Производство и поставки/Продажа предметов искусства/Культура/Бизнес/Предметы потребления/Мода и красота/Дом/Украшения
dizain.work; 0; Временная и удаленная работа/Бизнес/Реклама/Рекламные услуги/Работа
bez-krizisa.ru; 10; Справки/Спорт/Поиск людей/Юмор/Баскетбол/Развлечения
lapiel.ru; 0; Производство и поставки/Бизнес/Предметы потребления
kaskadtaxi.ru; 0; Законы/Автоматизация бизнеса/Бизнес/Деловые услуги/Законодательство РФ/Общество/Юридические услуги
kovkasvarog.ru; 10; Квартира и дача/Строительство/Бизнес/Стройматериалы/Дом
smenastation.com; 0; Прочее/Науки/Знакомства/Гуманитарные науки/Развлечения/Непознанное/Брачные агентства/Учёба
it-medic.org; 0; CAD_and_CAM/Computers/Internet/Top
makmalskhot.blogspot.com; 0; 
9627580260.myjino.ru; 0; Спорт/Зимние виды спорта/Горные лыжи, сноуборд/Экстремальный спорт
hydroplazma.tilda.ws; 0; Справки/Народная и нетрадиционная медицина/Медицинские энциклопедии/Дом/Энциклопедии/Здоровье
hitachi.ru.com; 0; Спорт/Зимние виды спорта/Горные лыжи, сноуборд/Экстремальный спорт
saunaberloga.ru; 0; 
xn----7sbpyczdemk0h.xn--p1ai; 0; Визы и паспорта/Туризм/Туры и экскурсии/Отдых
grandsoftmarket.ru; 10; Создание сайтов/Интернет/Реклама в интернете/Бизнес/Реклама/Hi-Tech
nik-es.com; 0; Справки/Спорт/Летние виды спорта/Энциклопедии
easysert24.ru; 0; Работа/Работа для студентов
visoft.uz; 0; Справки/Мобильные приложения/Погода/Словари/Hi-Tech/Мобильная связь
mehed.pro; 0; Все для офиса/Покупки/Бытовые услуги/Уборка офиса/Бизнес/Дом/Бытовая техника
abcgames.org; 0; Научно-популярные журналы/Учебные материалы/Флешмоб/Науки/Юмор/Уроки и тесты онлайн/Развлечения/Учёба
itcrown.ru; 0; 
potolki-legko.ru; 0; Hardware/Computers/Software/Top/Programming
vkbroker.ru; 10; Временная и удаленная работа/Покупки/Работа/Бытовые услуги/Дом
5b7165801f12b73e60ca451e.peaceful-lichterman-93fb25.netlify.com; 0; 
v31regione.ru; 10; Бизнес/Базы недвижимости/Недвижимость
lny.com.ru.local; 0; Top/Computers/Software/Emulators/Programming
xn--80a1bdk.xn--p1ai; 0; Квартира и дача/Кулинария/Рецепты/Безалкогольные напитки/Дом/Дача и участок
winches.top; 10; Авто/Спорт/Запчасти, аксессуары/Зимние виды спорта/Интернет-магазины/Инструменты/Покупки/Дом
xn----8sbkgxiqdrueu3a6f.xn--p1ai; 0; Законы/Бизнес/Деловые услуги/Общество/Юридические услуги
seldon.org; 0; Работа для IT-специалистов/Работа
august4u.top; 0; Arts/Top/Crafts/Comics/Online_Writing
www.petrlizunov.com; 0; Живопись/Виртуальные галереи/Изобразительные искусства/Продажа предметов искусства/Культура
personhunters.com; 0; Универсальное/Бизнес/Деловые услуги/Вакансии и резюме/Работа
panda-vbg.ru; 0; Спорт/Зимние виды спорта/Дом/Покупки/Продукты и напитки/Экстремальный спорт
dizain.express; 0; Власть/Флешмоб/Общество/Юмор/Развлечения
mahra.pro; 0; Спорт/Покупки/Мебель и интерьер/Спортивная одежда, обувь/Одежда, обувь, аксессуары/Спортивные товары/Дом
gelllak.ru; 0; Парфюмерия/Мода и красота/Салоны красоты/Дом
sport-drugs.com; 0; Все для офиса/Бизнес/Дом/Покупки/Бытовые услуги/Курьерские службы
researchparks.org; 0; Дистанционное образование/Прочее/Курсы/Учёба
elitecoral.ru; 0; Туризм/Туры и экскурсии/Поиск попутчика/Отдых
www.ainabuben.ru; 0; Язычество/Буддизм/Религия/Ислам/Общество
kupisait24.com; 0; Programming/Computers/Video_Games/Top/Games
www.ainabuben.ru; 0; Ислам/Язычество/Общество/Религия/Буддизм
kupisait24.com; 0; Programming/Computers/Games/Top/Video_Games
tronswag.com; 0; 
tronswag.com; 0; 
www.ainabuben.ru; 0; Ислам/Общество/Религия/Буддизм/Язычество
kupisait24.com; 0; Programming/Games/Computers/Video_Games/Top
www.ainabuben.ru; 0; Ислам/Буддизм/Религия/Язычество/Общество
kupisait24.com; 0; Video_Games/Top/Games/Computers/Programming
tronswag.com; 0; 
tronswag.com; 0; 
active-keys.ru; 0; Hi-Tech/Развлечения/Интерфейс/Видеомонтаж
fim.top1.pp.ua; 0; Путеводители/Фото стран и городов/Туризм/Прочее/Отдых/Культура/Фотография
arkadiy-kobyakov.com; 0; Культура/Скачать музыку/Музыка
davidgvana.ru; 0; Работа/Прочее/Менеджмент и консалтинг/Бизнес/Временная и удаленная работа/Деловые услуги
doremihost.ru; 0; Универсальное/Культура/Hi-Tech/Справки/Мобильная связь/Мобильные приложения/Погода
www.rahgoshagohestan.ir; 0; 
studylie.ru; 0; Курсы/Работа/Интернет/Повышение квалификации/Работа для студентов/Учёба/Hi-Tech/Поисковые системы
6a51691a-f7cc-4972-a772-c5e4703410b9.htmlcomponentservice.com; 0; 
zelenykh.ru; 0; Реклама/Hi-Tech/Интернет/Реклама в интернете/Бизнес/Создание сайтов
dim-tim.com; 0; Бизнес/Реклама/Реклама в интернете
new-piter-zhk.ru; 0; Недвижимость/Базы недвижимости/Агентства недвижимости/Бизнес
f0226764.xsph.ru; 0; Video_Games/Top/Games/Computers/Programming
gsmart77.ru; 0; Дом/Покупки/Прочее/Все для офиса/Бизнес
lersoft.ru; 0; Business_Services/Professions/Top/Health/Business/Education/Computers
r21media.pro; 0; Music/Shopping/Top/Arts_and_Entertainment/Business/Arts
kashyapyoga.blogspot.com; 0; Top/Performing_Arts/Arts/Regional/Asia/Religion_and_Spirituality/Society
www.bitcoin-masters.club; 0; Top/Performing_Arts/Arts/Scouting/Recreation
stuff24.city; 0; Японские авто/Справки/Продажа автомобилей/Афиша/Авто
bitva; 0; Video_Games/Top/Games/Computers/Emulators/Programming
niyaz.zzz.com.ua; 0; Спорт/Соревнования/Энциклопедии/Справки
an-olimp.com; 20; Недвижимость/Жилищное строительство/Недвижимость от застройщиков/Строительство/Бизнес/Ипотека
www.vyzov.biz; 0; Зимние виды спорта/Спортивный туризм/Спорт/Туризм/Отдых/Виндсерфинг и кайтинг/Горные лыжи, сноуборд/Экстремальный спорт
ed-script.pro; 0; Универсальное/Софт/Hi-Tech/Интернет/Культура/Создание сайтов/Программы
ssov.local; 0; Video_Games/Top/Games/Computers/Emulators/Programming
xn--196-5cdaahhb8bc8a8cb8bnt.xn--p1ai; 0; Авиационный транспорт/Справки/Транспорт
georgiev.travel; 0; Автоматизация бизнеса/Юридические услуги/Мобильная связь/Hi-Tech/Отправка SMS/Бизнес/Деловые услуги
xn--1-8sbmqth.com; 0; Интернет/Сети и связь/Прочее/Hi-Tech/Хостинги
parallels-dn.ru; 0; Реклама/Бизнес/Все для офиса/Уборка офиса/Рекламные услуги/Выставочные стенды
sila-dt.ru; 0; Бытовые услуги/Покупки/Дом/Все для офиса/Бытовая техника/Уборка офиса/Бизнес
atom-s-alvoro.c9users.io; 0; Hi-Tech/Прочее/Бизнес/Интерфейс/Видеомонтаж
turkmentravel.info; 0; Туризм/Отдых/Справки/Поиск попутчика/Транспорт
win4coin.com; 0; Health/Top/Business/Adult/Fitness
magelan-import.com; 10; Дом/Квартира и дача/Строительство/Бизнес/Стройматериалы
www.4vientos.org; 0; Top/Health/Religion_and_Spirituality/Alternative/Society
pridetravel.club; 0; Software/Computers/Top/Hardware/Programming
samico-servis.ru; 0; Все для офиса/Бизнес/Дом/Покупки/Бытовые услуги/Бытовая техника/Уборка офиса
hydroplazma.tilda.ws; 0; Медицинские энциклопедии/Дом/Энциклопедии/Справки/Здоровье/Народная и нетрадиционная медицина
shoptextile.uz; 0; Дом/Покупки/Одежда, обувь, аксессуары
www.kidsedu.ir; 0; 
www.wildmanwoman.ru; 0; Социальные сети/Прочее/Непознанное/Развлечения/Психологические тесты
dvcarrot.ru; 0; Интернет/Hi-Tech/Электронная почта/Создание сайтов
sportavsem.ru; 0; Спорт/Тренажеры/Дом/Покупки/Прочее/Спортивные товары/Спортивные магазины
partexpress.su; 0; Зимние виды спорта/Интернет-магазины/Спорт/Запчасти, аксессуары/Авто/Экстремальный спорт
beru-buket.ru; 0; Дом/Прочее/Продажа предметов искусства/Доставка цветов/Изобразительные искусства/Культура/Все для праздника
cosmicbead.ru; 0; Производство и поставки/Бизнес/Мода и красота/Предметы потребления/Дом/Украшения/Продажа предметов искусства/Изобразительные искусства/Культура
dizain.work; 0; Реклама/Работа/Бизнес/Рекламные услуги/Временная и удаленная работа
bez-krizisa.ru; 10; Юмор/Спорт/Справки/Развлечения/Поиск людей/Баскетбол
lapiel.ru; 0; Бизнес/Предметы потребления/Производство и поставки
kaskadtaxi.ru; 0; Автоматизация бизнеса/Юридические услуги/Законы/Законодательство РФ/Бизнес/Общество/Деловые услуги
kovkasvarog.ru; 10; Дом/Строительство/Стройматериалы/Бизнес/Квартира и дача
smenastation.com; 0; Науки/Развлечения/Знакомства/Прочее/Непознанное/Гуманитарные науки/Учёба/Брачные агентства
it-medic.org; 0; Internet/Top/CAD_and_CAM/Computers
makmalskhot.blogspot.com; 0; 
9627580260.myjino.ru; 0; Зимние виды спорта/Спорт/Горные лыжи, сноуборд/Экстремальный спорт
hydroplazma.tilda.ws; 0; Медицинские энциклопедии/Дом/Энциклопедии/Справки/Здоровье/Народная и нетрадиционная медицина
hitachi.ru.com; 0; Зимние виды спорта/Спорт/Горные лыжи, сноуборд/Экстремальный спорт
saunaberloga.ru; 0; 
xn----7sbpyczdemk0h.xn--p1ai; 0; Туризм/Отдых/Туры и экскурсии/Визы и паспорта
grandsoftmarket.ru; 10; Реклама/Интернет/Бизнес/Реклама в интернете/Hi-Tech/Создание сайтов
nik-es.com; 0; Спорт/Энциклопедии/Справки/Летние виды спорта
easysert24.ru; 0; Работа для студентов/Работа
visoft.uz; 0; Hi-Tech/Словари/Справки/Мобильная связь/Мобильные приложения/Погода
mehed.pro; 0; Все для офиса/Бизнес/Бытовые услуги/Дом/Покупки/Бытовая техника/Уборка офиса
abcgames.org; 0; Учебные материалы/Юмор/Флешмоб/Уроки и тесты онлайн/Науки/Учёба/Научно-популярные журналы/Развлечения
itcrown.ru; 0; 
potolki-legko.ru; 0; Software/Computers/Top/Hardware/Programming
vkbroker.ru; 10; Бытовые услуги/Дом/Покупки/Работа/Временная и удаленная работа
5b7165801f12b73e60ca451e.peaceful-lichterman-93fb25.netlify.com; 0; 
v31regione.ru; 10; Недвижимость/Базы недвижимости/Бизнес
lny.com.ru.local; 0; Software/Top/Computers/Emulators/Programming
xn--80a1bdk.xn--p1ai; 0; Дом/Рецепты/Дача и участок/Безалкогольные напитки/Кулинария/Квартира и дача
winches.top; 10; Инструменты/Интернет-магазины/Дом/Покупки/Запчасти, аксессуары/Зимние виды спорта/Спорт/Авто
xn----8sbkgxiqdrueu3a6f.xn--p1ai; 0; Юридические услуги/Законы/Бизнес/Общество/Деловые услуги
seldon.org; 0; Работа для IT-специалистов/Работа
august4u.top; 0; Спорт/Соревнования/Энциклопедии/Справки
www.petrlizunov.com; 0; Живопись/Продажа предметов искусства/Изобразительные искусства/Культура/Виртуальные галереи
personhunters.com; 0; Универсальное/Работа/Бизнес/Вакансии и резюме/Деловые услуги
panda-vbg.ru; 0; Зимние виды спорта/Дом/Спорт/Покупки/Продукты и напитки/Экстремальный спорт
dizain.express; 0; Юмор/Флешмоб/Развлечения/Общество/Власть
mahra.pro; 0; Спорт/Спортивная одежда, обувь/Дом/Покупки/Спортивные товары/Мебель и интерьер/Одежда, обувь, аксессуары
gelllak.ru; 0; Дом/Парфюмерия/Мода и красота/Салоны красоты
sport-drugs.com; 0; Бытовые услуги/Дом/Покупки/Курьерские службы/Все для офиса/Бизнес
researchparks.org; 0; Прочее/Учёба/Курсы/Дистанционное образование
elitecoral.ru; 0; Туризм/Отдых/Туры и экскурсии/Поиск попутчика
powersystem21.blogfa.com; 0; 
soglik.uz; 0; Литература/Универсальное/Hi-Tech/Музыка/Культура/Литературные издания/Скачать музыку
spb1.hosting.reg.ru; 0; Software/Computers/Top/Hardware/Programming
upcofficial.ml; 0; 
portfolio; 0; Video_Games/Top/Games/Computers/Programming
vertikal-dombay.ru; 0; 
himik24.ru; 0; Дом/Покупки/Предметы потребления/Бытовая техника/Производство и поставки/Интернет-аптеки/Бизнес/Здоровье
marifrtz.com; 0; 
copy.purehimalayanshilajit.com; 0; Top/Programming/Computers/Emulators/Software
moeinmollaee.ir; 0; Regional/Top/Visual_Arts/Arts/Europe/Crafts
gamingaccounts.pro; 0; Video_Games/Health/Top/Medicine/Games/Kids_and_Teens
lp215388.myflexbe.com; 0; Software/Computers/Top/Hardware/Programming
letsgoabroad.ir; 0; 
xn--b1ademkyl6b.xn--p1ai; 0; Все для офиса/Бизнес/Бытовые услуги/Дом/Покупки/Бытовая техника/Уборка офиса
radiochi.ir; 0; 
appsaz.pro; 0; 
spb1.hosting.reg.ru; 0; Software/Computers/Top/Hardware/Programming
4sides.org; 0; Звукозапись, продюсеры, агентства/Культура/Музыка
ua.armor42.com; 0; Video_Games/Top/Games/Computers/Emulators/Programming
24dengi.online; 0; Дом/Курьерские службы/Все для офиса/Прочее/Лекарства и товары для здоровья/Бизнес/Здоровье
shopitoo.ir; 0; 
www.rymax-store.ru; 0; Интернет-магазины/Запчасти, аксессуары/Автозапчасти/Шины и диски/Авто
www.xn---42-9cdtb6be2m.xn--p1ai; 0; Сантехника/Дом/Покупки/Мебель и интерьер/Стройматериалы/Квартира и дача
tutwood.ru; 0; Дом/Покупки/Прочее/Продажа предметов искусства/Мебель и интерьер/Изобразительные искусства/Культура
site-online.pp.ua; 0; Top/Arts/Online_Writing/Comics/Crafts
royal-vent.by; 0; 
topstaff.tilda.ws; 0; 
zimawear.ru; 0; Развлечения/Эротика
vetmenu.tilda.ws; 0; Дом/Покупки/Продукты и напитки/Продукты/Кулинария/Доставка еды
usavisa.by; 0; Все для офиса/Бизнес/Бытовые услуги/Дом/Покупки/Бытовая техника/Уборка офиса
mycom.0000.uz; 0; Top/Arts/Online_Writing/Comics/Crafts
eskiz.uz; 30; 
iamdmi.ru; 0; Юмор/Науки/Учёба/Развлечения/Гуманитарные науки/Общество/Власть
www.lux-aeterna.it; 0; Auctions/Shopping/Top/Hospitality/Business/Consumer_Goods_and_Services
mycom.0000.uz; 0; Мобильная связь/Планшеты/Компьютеры/Hi-Tech/Мониторы/Мобильные телефоны
exhurghada.com; 10; Туризм/Отдых/Туры и экскурсии/Новогодние туры/Визы и паспорта
oxford-edu.uz; 0; 
flamecame.com.ua; 0; Дом/Сделай сам/Строительство/Бизнес/Квартира и дача
buygunbot.com; 0; Shopping/Top/Performing_Arts/Arts/People/Publications/Society
kamikra.ru; 0; Дом/Покупки/Продукты и напитки
tribrata.ru; 0; Зимние виды спорта/Спортивный туризм/Спорт/Туризм/Отдых/Горные лыжи, сноуборд
gunbotuniversity.com; 0; Internet/Opportunities/Top/Business/Financial_Services/Computers
lessoner.com; 0; Software/Computers/Top/Hardware/Programming
virkoin.ru; 20; Дом/Музыкальные инструменты/Прочее/Музыка/Культура
smozi.ru; 20; Дом/Покупки/Универсальное/Родителям/Семья
edelmarket.ru; 30; Sports/Top/Regional/Football/Europe/Government/Society
croop.ru; 30; Дом/Покупки/Хозтовары, бытовая химия/Бытовая техника
teddykids.ru; 0; Дом/Покупки/Интернет-магазины/Запчасти, аксессуары/Одежда, обувь, аксессуары/Авто/Скидки, дисконтные системы
pozhbez21.ru; 0; Дом/Квартира и дача/Покупки/Кондиционеры и обогреватели/Строительство/Бизнес/Инженерные системы
www.lang-online.pl; 0; Иностранные языки/Учёба/Курсы/Авто/Подготовка водителей/Автошколы
newcent.ch; 0; Transportation_and_Logistics/Top/Business
xn--80aaaac8bocesjbpjc4ah4u.xn--p1ai; 0; Дом/Инженерные системы/Квартира и дача
fehral-nihrom.ru; 0; Курьерские службы/Все для офиса/Бизнес/Бытовые услуги/Дом/Покупки/Уборка офиса
spirali54.ru; 10; Курьерские службы/Все для офиса/Бизнес/Бытовые услуги/Дом/Покупки/Уборка офиса
akvadistillyator.com; 0; Дом/Квартира и дача/Производство и поставки/Бизнес/Инженерные системы/Электроника и электротехника/Строительство
turkmentravel.info; 0; Туризм/Отдых/Справки/Поиск попутчика/Транспорт
www.cweb.uz; 0; 
zakazatbistro.ru; 0; Shopping/Top/Clothing/Business/Consumer_Goods_and_Services
paritetcompany.com; 30; Ремонт и отделка/Бизнес/Строительство
opikunky.com; 0; Литература/Интеллектуальные игры/Спорт/Европейские авто/Продажа автомобилей/Культура/Литературные издания/Авто
skymod.xyz; 0; Интернет/Бытовые услуги/Дом/Покупки/Бытовая техника/Hi-Tech/Создание сайтов
copy.purehimalayanshilajit.com; 0; Top/Programming/Computers/Emulators/Software
cdn.philly.cloud; 0; Newspapers/Music/News/Top/Arts/Regional/Asia
www.iranakdeniz.com; 0; 
lp-get.ru; 0; Ремонт/Компьютерные барахолки/Компьютеры/Hi-Tech
fxtrainingacademy.com; 0; 
remont164.ru; 0; Все для офиса/Бизнес/Квартира и дача/Бытовые услуги/Дом/Покупки/Ремонт/Уборка офиса
home87.ru; 0; Культура/Мобильная связь/Мобильные телефоны/Аудио-, видео- и фототехника/Дом/Покупки/Фотоаппараты/Hi-Tech/Фотография
lab-term.ru; 40; Дом/Покупки/Бытовая техника/Строительство/Бизнес/Квартира и дача
streetdrift.com.ua; 0; Зимние виды спорта/Спорт/Мотоспорт/Летние виды спорта/Беговые лыжи/Автоспорт
maxcar.es; 0; 
www.parandehgharib.ir; 0; 
vivat39.ru; 0; Сантехника/Дом/Квартира и дача/Строительство/Бизнес/Стройматериалы
baranovichi.by; 0; Адреса и телефоны/СМИ/Универсальное/Прочее/Справки
vape87.ru; 0; Интернет-магазины/Спорт/Запчасти, аксессуары/Спортивная одежда, обувь/Авто/Дом/Покупки/Спортивные товары/Одежда, обувь, аксессуары
sporttovary59.ru; 60; Настольный теннис/Спорт/Ролики, скейтборды/Спортивные товары/Летние виды спорта/Спортивные магазины
trend-collection.com.ua; 10; Дом/Покупки/Одежда, обувь, аксессуары
opikunky.com; 0; Литература/Интеллектуальные игры/Спорт/Европейские авто/Продажа автомобилей/Культура/Литературные издания/Авто
www.grankin.ru; 60; Законодательная власть/Исполнительная власть/Общество/Власть
www.mersifile.com; 0; 
e3be3e12-0ec9-466c-ab35-4a080d0bde41.htmlcomponentservice.com; 0; 
ad.m-lab.com.ua; 0; Реклама/Hi-Tech/Интернет/Реклама в интернете/Бизнес/Создание сайтов
likeua.top; 0; Юмор/Дом/Покупки/Справки/Развлечения/Поиск людей
bb-studio.online; 0; Бизнес/Реклама
mysurxon.uz; 0; Литература/СМИ/Культура/Периодика/Литературные издания
businesskey.io; 0; Юмор/Дом/Покупки/Прочее/Развлечения
fedyashin.ru; 10; Бизнес/Автоматизация бизнеса/Сети и связь/Прочее/Hi-Tech/Системные интеграторы/Деловые услуги
lock-off.ru; 0; Бытовые услуги/Дом/Покупки/Все для офиса/Бытовая техника/Уборка офиса/Бизнес
volyawear.ru; 0; Бытовые услуги/Покупки/Дом/Прочее/Одежда, обувь, аксессуары
natureofbeauty.ru; 0; Дом/Косметика/Мода и красота/Салоны красоты
krayanochka500.ru; 0; Франчайзинг, готовый бизнес/Справки/Бизнес/Интернет-каталоги/Деловые услуги
kcondemo.gearhostpreview.com; 0; Компьютерные курсы/Учёба/Курсы/Дистанционное образование
parsing-shop.ga; 0; Software/Top/Computers/Emulators/Programming
elfwallet.com; 0; Video_Games/Journalism/News/Top/Games/Computers/Programming
elfwallet.com; 0; Video_Games/Journalism/News/Top/Games/Computers/Programming
canape.by; 0; Все для офиса/Производство и поставки/Бизнес/Предметы потребления/Дом/Покупки/Прочее/Мебель и интерьер
nanadev.ru; 0; Зимние виды спорта/Дом/Спорт/Покупки/Продукты и напитки/Экстремальный спорт
enchanting-cowfish.w6.poopy.life; 0; 
www.saharoff.com; 60; Производство и поставки/Бизнес/Мода и красота/Предметы потребления/Дом/Украшения/Бытовые услуги/Покупки
www.soft79.ir; 0; Internet/Shopping/Top/Adult/Computers
tut-love.ru; 10; Спорт/Соревнования/Энциклопедии/Справки/Летние виды спорта
texnogrand.ga; 0; Video_Games/Top/Games/Computers/Programming
khamidullina.ru; 0; Юридические услуги/Бизнес/Деловые услуги
barockgame.ru; 0; Науки/Научно-популярные журналы/Мобильная связь/Программы/Универсальное/Операционные системы/Учёба/Hi-Tech
starcar42.ru; 0; Зимние виды спорта/Спорт/Экстремальный спорт
zwhouse.ru; 10; Дом/Покупки/Компьютеры/Hi-Tech/Интерфейс/Видеомонтаж/Видеокарты
lenasingla.com; 0; Gifts/Shopping/Top
xn--e1afhbv7b.xn----7sbbbg1bblvfeibdxhkrb9b7b4n.xn--p1ai; 0; Юридические услуги/Законы/Законодательство РФ/Бизнес/Общество/Деловые услуги
gleih.ru; 20; Gifts/Shopping/Top
beltissuegroup.com; 0; Прочее/Производство и поставки/Химическая промышленность/Бизнес/Оборудование
brotown54.biz; 0; Операционные системы/Прочее/Hi-Tech/Интерфейс/Программы
relifeco.in; 0; News/Top/Regional/Arts/Online_Writing/Europe/Analysis_and_Opinion
front; 0; Video_Games/Top/Games/Computers/Emulators/Programming
drup.loc; 0; Video_Games/Top/Games/Computers/Emulators/Programming
viera.com.ua; 0; Зимние виды спорта/Спорт/Горные лыжи, сноуборд/Экстремальный спорт
1-bio.ru; 0; Food/Ethnic_and_Regional/Shopping/Top
bux24.ru; 10; Летние виды спорта/Спорт/Соревнования
birki.by; 0; Курьерские службы/Все для офиса/Бизнес/Дом/Покупки/Бытовые услуги/Бытовая техника
branadesign.ru; 0; Hi-Tech/Интернет/Создание сайтов
cbay.com.cy; 0; Top/Business/Automotive/Consumer_Goods_and_Services/Transportation_and_Logistics
beta.cbay.com.cy; 0; Software/Computers/Top/Hardware/Programming
fiddle.jshell.net; 550; 
startlab.pro; 10; Автоматизация бизнеса/Работа/Бизнес/Вакансии и резюме/Деловые услуги
www.europure.net; 0; Интернет-магазины/Запчасти, аксессуары/Автохимия и автокосметика/Автозапчасти/Авто
blog.zaimoteka.online; 0; Финансы/Бизнес/Авто/Автострахование
freework.uz; 0; Работа/Реклама/Hi-Tech/Интернет/Реклама в интернете/Бизнес/Создание сайтов/Временная и удаленная работа
xn----7sbbbuzcltrvgjg3k.xn--p1acf; 0; Hi-Tech/Интернет/Создание сайтов
localhost; 0; Video_Games/Top/Games/Computers/Emulators/Programming
intouchtech.org; 0; 
www.andrewliberman.org; 0; Reference/Top/Arts/Kids_and_Teens/Sports_and_Hobbies/Education
solcaem.es; 0; Top/Arts/Online_Writing/Comics/Crafts
voda-lux.ru; 30; Дом/Покупки/Продукты и напитки/Одежда, обувь, аксессуары/Кулинария/Табак
www.nefeshmedia.nl; 0; 
blog.themarfa.name; 20; Операционные системы/Компьютеры/Hi-Tech/Программы
obmen77.ru; 0; Страхование/Финансы/Бизнес/Банки
www.webin.pro; 0; Дом/Реклама/Производство и поставки/Бизнес/Семья
mazhantech.ir; 0; 
www.cyberempire.org; 0; Professions/Arts_and_Entertainment/Top/Health/Business/Transportation_and_Logistics
xn--80aeinqlodhex.xn--p1ai; 0; Дом/Строительство/Стройматериалы/Бизнес/Квартира и дача
wildexotics.eu; 0; Professions/Arts_and_Entertainment/Top/Health/Business/Transportation_and_Logistics
kristom.ru; 0; Дом/Покупки/Одежда, обувь, аксессуары/Производство и поставки/Бизнес/Предметы потребления
